NOMEDEP;DE;MUN;CODVINC;NOMESC_CODVINC;CODESC;NOMESC;TIPO_ESCOLA;TEMPO_ESCOLA;HORARIO;ENDESC;NUMESC;COMPLEND;BAIESC;CODCEP;COMPCEP;DDD;FONE1;FONE2;EMAIL;ALE;DTCADASTRO
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;1508;"ANTONIO DE QUEIROZ TELLES DOUTOR";"EE";"PEI";"9H";"RUA ITAQUERI";"372";"- ATÉ 649/650";"ALTO DA MOOCA";"03178";"000";"11";"26052270";"26054992";"E001508A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO SUL";"SAO PAULO";;;1512;"ARMANDO ARAUJO";"EE";"PEI";"9H";"RUA JUVENAL PARADA";"264";"";"MOOCA";"03167";"060";"11";"26054820";"26055208";"E001512A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO";"SAO PAULO";;;1521;"PAULO LUIG FREI";"EE";"PARCIAL";;"AVENIDA CARLOS DE CAMPOS";"841";"- LADO ÍMPAR";"PARI";"03028";"001";"11";"20964884";"22926285";"E001521A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO SUL";"SAO PAULO";;;1545;"PANDIA CALOGERAS";"EE";"PEI";"9H";"AVENIDA PAES DE BARROS";"1025";"- ATÉ 1361 - LADO ÍMPAR";"MOOCA";"03115";"020";"11";"26052759";"26054938";"E001545A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SAO JOSE DOS CAMPOS";"SAO JOSE DOS CAMPOS";;;1557;"BENEDITO MATARAZZO DEPUTADO";"EE";"PARCIAL";;"RUA MINDANAU";"111";"";"JARDIM AMERICA";"12235";"430";"12";"39331066";"39347767";"E001557A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO SUL";"SAO PAULO";;;1569;"OSWALDO CRUZ";"EE";"PARCIAL";;"RUA DA MOOCA";"2183";"- DE 1497 A 2557 - LADO ÍMPAR";"MOOCA";"03103";"003";"11";"26940213";"";"E001569A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO";"SAO PAULO";;;1570;"ORESTES GUIMARAES";"EE";"PARCIAL";;"RUA CANINDÉ";"153";"";"CANINDE";"03033";"000";"11";"32291816";"";"E001570A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;1582;"DOMINGOS FAUSTINO SARMIENTO";"EE";"PARCIAL";;"RUA 21 DE ABRIL";"970";"";"BRAS";"03047";"000";"11";"26945287";"";"E001582A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;1600;"PLINIO BARRETO";"EE";"PEI";"9H";"RUA SIQUEIRA BUENO";"2123";"- DE 441/442 A 1398/1399";"BELENZINHO";"03173";"010";"11";"26057444";"26060126";"E001600A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;1624;"WOLNY CARVALHO RAMOS PROFESSOR";"EE";"PARCIAL";;"RUA BOM JESUS";"909";"";"VILA REGENTE FEIJO";"03344";"000";"11";"29650858";"29657592";"E001624A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO";"SAO PAULO";;;1659;"ANCHIETA PADRE";"EE";"PARCIAL";;"RUA VISCONDE DE ABAETÉ";"154";"";"BRAS";"03012";"050";"11";"26932120";"26940185";"E001659A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO SUL";"SAO PAULO";;;1661;"MMDC";"EE";"PEI";"9H";"RUA CUIABÁ";"667";"- DE 451/452 AO FIM";"ALTO DA MOOCA";"03183";"001";"11";"26010499";"26013986";"E001661A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;1673;"MARIA DA GLORIA COSTA E SILVA PROFESSORA";"EE";"PARCIAL";;"RUA DOUTOR MONTEIRO DE BARROS";"110";"";"VILA ELZE";"03254";"120";"11";"21432626";"21432634";"E001673A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO SUL";"SAO PAULO";;;1685;"MARIO CASASSANTA PROFESSOR";"EE";"PEI";"9H";"RUA PARAMU";"693";"";"VILA ALPINA";"03147";"100";"11";"23415662";"29128354";"E001685A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;1697;"BEATRIZ R BASSI ASTORINO PROFESSORA";"EE";"PARCIAL";;"RUA JUIZ DE FORA";"366";"";"VILA EMA";"03286";"000";"11";"22136505";"22167730";"E001697A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;1703;"MARIO MARQUES DE OLIVEIRA PROFESSOR";"EE";"PARCIAL";;"RUA BUENÓPOLIS";"234";"";"VILA SANTA CLARA";"03161";"010";"11";"29650384";"29655814";"E001703A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 4";"SAO PAULO";;;1727;"VICTOR MIGUEL ROMANO PROF";"EE";"PARCIAL";;"AVENIDA SAPOPEMBA";"7763";"- DE 7535 A 11665 - LADO ÍMPAR";"JARDIM ADUTORA";"03988";"010";"11";"27036046";"27189687";"E001727A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO SUL";"SAO PAULO";;;1739;"ANDRE DREYFUS PROFESSOR";"EE";"PARCIAL";;"RUA PEDRO DE GODÓI";"170";"";"VILA ZELINA";"03138";"010";"11";"23410528";"23415828";"E001739A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;1740;"STEFAN ZWEIG";"EE";"PEI";"9H";"RUA GENARO ARILLA ARENSANZ";"225";"";"VILA IVONE";"03275";"090";"11";"21544166";"22130020";"E001740A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 4";"SAO PAULO";;;1752;"AROLDO DE AZEVEDO PROF";"EE";"PARCIAL";;"RUA FILIPA ÁLVARES";"SN";"";"JARDIM PLANALTO";"03984";"020";"11";"27031852";"27037434";"E001752A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO SUL";"SAO PAULO";;;1764;"ANNITA ATALLA PROFESSORA";"EE";"PEI";"9H";"RUA LOURENÇO CAETANO DA SILVA";"18";"";"JARDIM AVELINO";"03227";"020";"11";"23456573";"";"E001764A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;1776;"SECUNDINO DOMINGUES FILHO DOUTOR";"EE";"PARCIAL";;"RUA SECUNDINO DOMINGUES";"136";"";"JARDIM INDEPENDENCIA";"03223";"110";"11";"22118049";"22119297";"E001776A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO SUL";"SAO PAULO";;;1788;"OLGA BENATTI PROFESSORA";"EE";"PEI";"9H";"RUA IBITIRAMA";"1412";"- DE 366 A 1810 - LADO PAR";"VILA BELA";"03134";"001";"11";"23416656";"23417170";"E001788A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO SUL";"SAO PAULO";;;1797;"BRISABELLA ALMEIDA NOBRE PROFESSORA";"EE";"PEI";"9H";"RUA SANTA GENOVEVA";"47";"";"VILA CALIFORNIA";"03213";"050";"11";"29172619";"";"E001797A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;1806;"JOY ARRUDA DOUTOR";"EE";"PEI";"9H";"RUA BATUNS";"52";"";"VILA SANTA CLARA";"03273";"410";"11";"22110319";"22136719";"E001806A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 4";"SAO PAULO";;;1818;"JOCELYN PONTES GESTAL PROF";"EE";"PEI";"9H";"RUA PEDRO GONÇALVES VAREJÃO";"209";"";"JARDIM MIMAR";"03986";"170";"11";"21431222";"";"E001818A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO SUL";"SAO PAULO";;;1824;"JOSE HEITOR CARUSI PROFESSOR";"EE";"PARCIAL";;"ROBERTO UGOLINI COMENDADOR";"300";"RUA";"PARQUE DA MOOCA";"03125";"010";"11";"22723787";"22737670";"E001824A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO SUL";"SAO PAULO";;;1843;"FRANCISCO BORGES VIEIRA DOUTOR";"EE";"PARCIAL";;"PARATINQUARA";"67";"RUA";"VILA ALPINA";"03209";"040";"11";"23415662";"29127863";"E001685A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO SUL";"SAO PAULO";;;1855;"AMERICO DE MOURA PROFESSOR";"EE";"PEI";"9H";"RUA MENDONÇA CORTE REAL";"SN";"";"JARDIM AVELINO";"03227";"110";"11";"23456633";"";"E001855A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;1867;"LUIZA MENDES CORREA SOUZA PROFESSORA";"EE";"PARCIAL";;"AVENIDA PROFESSOR LUIZ IGNÁCIO ANHAIA MELLO";"5796";"- DE 3102 A 6000 - LADO PAR";"PARQUE SAO LUCAS";"03294";"100";"11";"21155205";"22117280";"E001867A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO SUL";"SAO PAULO";;;1879;"JOAO FIRMINO DE CAMPOS";"EE";"PEI";"9H";"RUA VISCONDE DE ALCÂNTARA";"350";"";"VILA ALPINA";"03205";"060";"11";"29127911";"29171999";"E001879A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;1880;"JOSE CHEDIAK";"EE";"PARCIAL";;"ORATORIO";"2320";"AVENIDA";"PARQUE SAO LUCAS";"03220";"100";"11";"22136555";"22167909";"E001880A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO SUL";"SAO PAULO";;;1892;"REPUBLICA DO PARAGUAY";"EE";"PEI";"9H";"RUA CARLOS MULLER";"21";"";"VILA SAO MAURICIO";"03132";"060";"11";"22729957";"22737722";"E001892A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO SUL";"SAO PAULO";;;1909;"CAROLINA AUGUSTA DA COSTA GALVAO PROFESSORA";"EE";"PARCIAL";;"RUA MARIA DAFFRE";"406";"";"QUINTA DA PAINEIRA";"03150";"020";"11";"22156555";"22739812";"E001909A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;1910;"CLEMENTE QUAGLIO PROFESSOR";"EE";"PEI";"9H";"RUA MANUEL ONHA";"234";"";"VILA ORATORIO";"03192";"100";"11";"29656564";"29656767";"E001910A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;1922;"JULIETA NOGUEIRA RINALDI PROFESSORA";"EE";"PEI";"9H";"RUA IELMO MARINHO";"940";"";"PARQUE INDEPENDENCIA";"03236";"030";"11";"20846417";"29122405";"E001922A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;1934;"JOAQUIM BRAGA DE PAULA PROFESSOR";"EE";"PARCIAL";;"AVENIDA DO ORATÓRIO";"4330";"- DE 2972 A 4998 - LADO PAR";"JARDIM GUAIRACA";"03220";"200";"11";"21432569";"27021122";"E001934A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO SUL";"SAO PAULO";;;1958;"JULIA MACEDO PANTOJA PROFESSORA";"EE";"PARCIAL";;"RUA ASSUPÁ";"200";"";"VILA PRUDENTE";"03137";"050";"11";"22721845";"";"E001958A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;1961;"NORBERTO MAYER FILHO DEPUTADO";"EE";"PEI";"9H";"MANUEL LUIS DE VERGUEIRO PADRE";"365";"RUA";"VILA ANTONIETA";"03476";"000";"11";"27245466";"27247408";"E001961A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;1971;"MOACYR CAMPOS PROFESSOR";"EE";"PARCIAL";;"AVENIDA RIO DAS PEDRAS";"2022";"- DE 1018 A 2118 - LADO PAR";"JARDIM ARICANDUVA";"03452";"100";"11";"27213045";"27217816";"E001971A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;1995;"JULIA AMALIA AZEVEDO ANTUNES PROFESSORA";"EE";"PEI";"9H";"RUA LUÍS PINTO";"92";"";"VILA CARRAO";"03427";"000";"11";"20918682";"22961091";"E001995A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2008;"JOAO DIAS DA SILVEIRA PROFESSOR";"EE";"PARCIAL";;"RUA SOUSA BREVES";"80";"";"VILA ZILDA";"03069";"060";"11";"20916860";"20970293";"E002008A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2012;"JOAO CLIMACO DA SILVA KRUSE PROFESSOR";"EE";"PARCIAL";;"RUA TUIUTI";"2965";"- DE 1773/1774 AO FIM";"TATUAPE";"03307";"005";"11";"26732414";"26734100";"E002012A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2021;"IRENE RIBEIRO PROFESSORA";"EE";"PEI";"9H";"RUA CORONEL AMARO SOBRINHO";"303";"";"VILA CARRAO";"03448";"120";"11";"27817188";"27819512";"E002021A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2045;"ALVINO BITTENCOURT PROFESSOR";"EE";"PEI";"9H";"RUA FRANCISCO MACHADO DE CAMPOS";"312";"";"CHACARA CALIFORNIA";"03406";"040";"11";"20972212";"22932268";"E002045A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2057;"AMELIA DE ARAUJO DONA";"EE";"PARCIAL";;"RUA VACANGA";"415";"";"VILA FERNANDES";"03433";"025";"11";"27810828";"27813890";"E002057A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2069;"ARACY LEME DA VEIGA RAVACHE PROFESSORA";"EE";"PARCIAL";;"PRAÇA CÂNDIDO MENDES DE ALMEIDA";"184";"";"JARDIM NOVO CARRAO";"03908";"290";"11";"27213065";"";"E002069A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2070;"BENEDITO ESTEVAM DOS SANTOS DOUTOR";"EE";"PEI";"9H";"RUA AGUAPEÍ";"831";"";"VILA SANTO ESTEVAO";"03325";"000";"11";"26733779";"26736373";"E002070A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2082;"BLANCA ZWICKER SIMOES PROFESSORA";"EE";"PARCIAL";;"MARIO TEIXEIRA INSPETOR";"41";"RUA";"JARDIM ANALIA FRANCO";"03335";"100";"11";"26711702";"26712188";"E002082A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2094;"FREDERICO VERGUEIRO STEIDEL";"EE";"PEI";"9H";"RUA ATLÂNTIDA";"8";"";"VILA CARRAO";"03421";"030";"11";"20912433";"20970092";"E002094A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2100;"ERASMO BRAGA";"EE";"PARCIAL";;"RUA MARIA EUGÊNIA";"190";"";"TATUAPE";"03081";"030";"11";"20935166";"20935182";"E002100A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2112;"CONGONHAS DO CAMPO VISCONDE DE";"EE";"PARCIAL";;"RUA TUIUTI";"2051";"- DE 1773/1774 AO FIM";"TATUAPE";"03307";"005";"11";"22952594";"";"E002112A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2124;"CARLOS ESCOBAR";"EE";"PEI";"9H";"RUA ADELINO DE ALMEIDA CASTILHO";"178";"";"MARANHAO";"03073";"050";"11";"20971048";"22949006";"E002124A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2136;"CARAMURU";"EE";"PEI";"9H";"RUA REGO BARROS";"501";"";"JARDIM VILA FORMOSA";"03460";"000";"11";"27832852";"27837327";"E002136A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2148;"PAULO NOVAES DE CARVALHO PROFESSOR";"EE";"PEI";"9H";"RUA FRANCISCO MARENGO";"475";"- ATÉ 999/1000";"TATUAPE";"03313";"000";"11";"20970743";"";"E002148A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2159;"PEDRO ARBUES CORONEL";"EE";"PEI";"9H";"RUA LUCINDA GOMES BARRETO";"605";"";"VILA NOVA MANCHESTER";"03440";"040";"11";"20970842";"22934898";"E002159A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2161;"SALVADOR ROCCO PROFESSOR";"EE";"PEI";"9H";"RUA RENATO RINALDI";"31";"";"VILA CARRAO";"03426";"000";"11";"20970607";"22963657";"E002161A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2173;"JOAO BORGES PROFESSOR";"EE";"PARCIAL";;"RUA ITAPURA";"976";"";"VILA GOMES CARDIM";"03310";"000";"11";"22932483";"22964821";"E002173A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2197;"IRENE DE LIMA PAIVA PROFESSORA";"EE";"PARCIAL";;"RUA LUTÉCIA";"1966";"";"VILA CARRAO";"03423";"000";"11";"20970189";"20975384";"E002197A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2203;"JOSE MARQUES DA CRUZ PROFESSOR";"EE";"PEI";"9H";"RUA ARACÊ";"563";"";"VILA FORMOSA";"03362";"050";"11";"27817573";"27819822";"E002203A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2227;"BENEDITA RIBAS F SILVEIRA PROFESSORA";"EE";"PEI";"9H";"RUA JOSÉ TAVARES SIQUEIRA";"198";"";"PARQUE SAO JORGE";"03085";"030";"11";"22962558";"29427902";"E002227A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2239;"ALMERINDA RODRIGUES MELLO PROFESSORA";"EE";"PEI";"9H";"RUA REI ALBERTO DA BÉLGICA";"571";"";"CHACARA BELENZINHO";"03381";"000";"11";"22167254";"23012305";"E002239A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2240;"ANTONIO CANDIDO BARONE";"EE";"PEI";"9H";"RUA ANGÁ";"110";"";"VILA FORMOSA";"03360";"000";"11";"22167824";"23013288";"E002240A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2252;"ASCENDINO REIS PROFESSOR";"EE";"PARCIAL";;"RUA TUIUTI";"2865";"- DE 1773/1774 AO FIM";"TATUAPE";"03307";"005";"11";"26730125";"26734996";"E002252A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2264;"OSWALDO CATALANO";"EE";"PARCIAL";;"RUA FILIPE CAMARÃO";"350";"";"TATUAPE";"03065";"000";"11";"20922636";"20925451";"E002264A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2288;"PAULO CAVALCANTI ALBUQUERQUE PROFESSOR";"EE";"PARCIAL";;"RUA FÁBIO";"167";"";"CHACARA BELENZINHO";"03378";"060";"11";"21543002";"22111501";"E002288A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2297;"ORVILLE DERBY";"EE";"PARCIAL";;"RUA SAIGON";"55";"";"VILA FORMOSA";"03360";"010";"11";"26742977";"26747930";"E002297A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 5";"SAO PAULO";;;2318;"SANTOS AMARO DA CRUZ PROFESSOR";"EE";"PARCIAL";;"BARREIRA GRANDE";"795";"AVENIDA";"JARDIM COLORADO";"03386";"000";"11";"22113598";"23013842";"E002318A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 4";"SAO PAULO";;;2331;"PILAR GARCIA VIDAL DONA";"EE";"PEI";"7H";"AGENOR CALDEIRA DINIZ PASTOR";"48";"RUA";"JARDIM IMPERADOR ZONA LESTE";"03935";"080";"11";"27212166";"27212671";"E002331A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 4";"SAO PAULO";;;2343;"MARIA LOURDES N ALBERGARIA PROFA";"EE";"PARCIAL";;"RUA JOSÉ MASCARENHAS";"456";"";"VILA MATILDE";"03515";"000";"11";"26532789";"26535445";"E002343A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 4";"SAO PAULO";;;2355;"MARISA DE MELLO PROFA";"EE";"PEI";"9H";"LUIS CARLOS DOUTOR";"1400";"RUA";"VILA ARICANDUVA";"03505";"000";"11";"20938171";"22932177";"E002355A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 4";"SAO PAULO";;;2367;"OLGA MARINOVIC DORO PROFA";"EE";"PARCIAL";;"RUA CUSTÓDIO LOBO";"29";"";"JARDIM MARINGA";"03525";"080";"11";"27833593";"27837442";"E002367A@EDUCACAO.SP.GOV.BR ";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 1";"SAO PAULO";;;2379;"RITA JULIA DE OLIVEIRA PROFESSORA";"EE";"PARCIAL";;"RUA MIRANDINHA";"881";"";"PENHA DE FRANCA";"03641";"000";"11";"26846300";"29577285";"E002379A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 1";"SAO PAULO";;;2380;"SANTOS DUMONT";"EE";"PARCIAL";;"PRAÇA OITO DE SETEMBRO";"73";"";"PENHA DE FRANCA";"03606";"030";"11";"26470843";"26472973";"E002380A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 1";"SAO PAULO";;;2392;"JOSE BARTOCCI PROFESSOR";"EE";"PARCIAL";;"SERAPIAO SAO";"396";"RUA";"VILA RE";"03664";"000";"11";"29573629";"29577646";"E002392A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 4";"SAO PAULO";;;2409;"LUIZ ANTONIO FRAGOSO PROF";"EE";"PEI";"9H";"AVENIDA ANTÔNIO ESTEVÃO DE CARVALHO";"1778";"- DE 1003/1004 A 2001/2002";"CIDADE PATRIARCA";"03540";"100";"11";"26843709";"29584271";"E002409A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 1";"SAO PAULO";;;2410;"THEODOMIRO EMERIQUE PROFESSOR";"EE";"PARCIAL";;"RUA UICÓ";"533";"";"VILA MARIETA";"03621";"020";"11";"27981864";"29577058";"E002410A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 1";"SAO PAULO";;;2422;"GABRIEL ORTIZ PROFESSOR";"EE";"PARCIAL";;"AVENIDA AMADOR BUENO DA VEIGA";"2932";"- DE 2522 AO FIM - LADO PAR";"PENHA DE FRANCA";"03652";"000";"11";"26848144";"29572107";"E002422A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 4";"SAO PAULO";;;2434;"JAMIL PEDRO SAWAYA PROF";"EE";"PEI";"7H";"RUA PALMEIRINA";"189";"";"CIDADE PATRIARCA";"03556";"010";"11";"27490957";"27494365";"E002434A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 1";"SAO PAULO";;;2446;"JOSE DE CAMPOS CAMARGO PROFESSOR";"EE";"PARCIAL";;"SEVERIANO SAO";"217";"RUA";"VILA SANTANA";"03613";"030";"11";"26845166";"29570954";"E002446A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 4";"SAO PAULO";;;2458;"BERNARDO RODRIGUES NOGUEIRA DOM";"EE";"PARCIAL";;"JOAO MARIA OGNO DOM";"481";"RUA";"VILA MATILDE";"03530";"050";"11";"26511895";"26519935";"E002458A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
